,LanguageCode,SKU,Text,Title
1817202,en,JA222X016-953,Very well cut. Great colour! Will buy them again!,Great jeans
1817203,en,JA222X016-953,look great on,sporty
1817624,en,PI912X008-702,Size was larger than expected!!,Larger Size Than Expected
1817973,en,MU311C01M-802,"These are very comfortable and low on the ground so good for walking. Feel a little plasticky but shape is really good. The calf is quite big (fits me, yay). I really like the round toe as well, because a lot of shoes tend to be pointy. I'm getting a bit of static electricity when I wear them though, but overall I'm happy with them for the price.",Nice fit
1818031,en,MU311C01P-703,werry good,miss
1818046,en,MU311C01P-703,"Your not going to be disappointed with these, they are amazing!",Fabulous boots
1818163,en,RE322X01I-961,Great,Great
1818195,en,MI321X00W-604,"bought this one in a miss sixty shop in london, beautiful for the first  ten minutes, but loses shape very soon, after second wash, lost the ""swarovski"" stone, very disappointing considering the price",disappointed
1818466,en,GA111C010-802,i would like all ankleboots details to include bootleg width,bootleg width
1818561,en,RI316X008-802,I have difficulty finding good shoes for my son as he has extremely narrow feet.  Richter shoes fit his feet well .  This model is completely waterproof - and therefore ideal for the winter.,Good quality shoes particularly for very narrow feet
1818587,en,EV421G00H-703,Look very nice,look very nice
1818649,en,EV421G00K-802,"Firstly, this coat is delightfully warm. It is quite long so is good for cold winters and as a bonus the zip can undo from the bottom  so you can sit comfortably without placing strain on the fabric. You definetely need to order a size larger than normal if you intend to wear winter clothes under it, otherwise you will find it quite restrictive. I am pleased with the appearance though the outer fabric looks quite fragile and I wonder how long it will be before it tears around the poppers. The hood stays up quite well and is fairly comfortable around your neck even with the poppers done up. A good everyday winter coat.",Winter warmth
1818666,en,EV421G00K-802,"This is a lovely well made warm winter coat, however the sizing is way out I would say.
I am normally a 12-14 in a coat and so ordered a (M). When it arrived I could tell before even trying that it was extremely small fitting. I sent it back and ordered a (L) this too when it arrived didn't fit, I would say it was a 10-12.
So if ordering and you want to wear a jumper underneath I would say to go for at least a size up or for good comfort, 2 sizes",Very small fittings
1818683,en,EV421G00K-502,"Looks nice, but the outer linen feels very thin and fragile.",4 out of 5
1818742,en,F1512X007-802,looking for size 11,need size 11
1818946,en,KM111X00L-102,These are just what I wanted comfortable sexy pair of ankle boots that look great with jeans or with a skirt - am very pleased.,Just what I wanted
1818967,en,GA111C02E-802,"I ordered a size 7 and was sent a 6.5. Rang customer services yesterday and was told it looks like the sizing for this style has been incorrectly entered on the site. There is no 6.5 listed and 7.5 is listed twice. Am waiting to hear back as the boot looks good but I obviously want the correct size.
Was advised it 'may take some time' to check out, which is somewhat irritating, though obviously not the fault of the customer services chap.
I have had to enter a comment on size, but obviouusly it is irrelevant in this case as I haven't received the right size yet. Same goes for comfort - I don't know until I get the right size to try.",sizing listings incorrect
1818994,en,GA111C02E-702,Fab boots ordered a 61/2 as that is what I would normally wear in Gabor however could do with them just a little bigger for thicker socks,Gabor Snow Boots - brown
1819050,en,PE211X00M-702,"These boots are elegant, simple and stylish. And comfy too. These are thefourth pair of Peter Kaiser boots that I have bought. They are comfy to wear and easy to care for. This was my first order from Zalando. The delivery was flawless and very quick. I would deffo shop here again :- )",i am happy that i have these:-)
1819111,en,SE911X010-802,Lovely and comfy boots. :),good purchase
1819229,en,SE911X011-702,These boots feel so good against my penis. When my wife gives me a boot job in these boots I can't help but blast my hot load all over them,I love these boots
1819238,en,SE911X013-802,LOVE THESE WEE BABYS CANT WAIT TO WEAR THEM.. WOULDA GAT THEM IN BROWN TOO BUT DIDNT LIKE THE CREAM FLUFFY BIT AT TOP.. THE BLACK ROCKS XX,<3
1819245,en,SE911X013-802,Its really a nice boot.I don't do heels but i was so tempted nd can't resist it.I love it and  its of great price and great quality.,Dee
1819262,en,SE911X013-802,These boots look exactly as pictured and are a great fit.  Delighted with the price and considering purchasing them again in brown.,????(dont know what you mean here!!)
1819280,en,SE911X013-702,Great boot for the money,Great boot
1819477,en,AN611C00G-802,Gorgeous boots. They fit really well and are good quality. Excellent value for money.,Excellent!
1819485,en,AN611C00G-802,"I love these boots, they fit perfectly and look fabulous.  Very comfy and great value for money.",Perfect boots!
1819512,en,AN611C00G-802,"excellant perficy fit, love them. brilliant service and quick delivery",ankle boots
1819665,en,PE211X011-802,Beautiful boots and a fantastic service. Kept informed in regard to delivery and very fast and efficient.,Great boots
1819673,en,PE211X011-802,"Gutted these were too big as I LOVED these boots!  They are lovely quality and gorgouse looking too.  such a shame.  Difficult to say how comfortable as they didn't fit, but my guess is that had they fitted they would have been comfy!",Gutted
1820121,en,EV421H005-503,This coat is absolutely warm and comfortable. Material is really nice and the colour is beautiful! This is the best choice for winter!,Wonder warm coat
1820176,en,EV422G00B-604,I have found the overview customer service at this website is better as well as the products are in best quality and best for the money value.,Better service
1820221,en,SI544A00U-502,"All my kids have these for their school water bottles. They are tough, and relatively easy to clean. They come in fun designs that the children enjoy. The plastic caps can be replaced if they break.",sturdy water bottle
1820243,en,AD121S00V-Q11,Excellent! Didn't have size at first but emailed yourselves and you contacted me via email when size was available. Great service. Was a gift for my girlfriend and she absolutely loved them!! ,Gift for my girlfriend! 
1820398,en,OA341B003-602,hkglkj gylf yliu yfluyf jhlkj guhjb hglujb glb,"hgkhjb, bglbj, bgylkh, g"
1820887,en,AN611X007-103,They look fashionable as in high heels and warm for the winter season,Good
1821004,en,LL112X002-702,super,perfect!!
1821077,en,BU111C00R-704,These are a great pair of boots - very cozy and stylish too. I spent ages trying to find some boots that were a good length and the right colour to wear with a variety of outfits. These boots go well with skirts and jeans and the colour is very versatile.,Great boots
1821123,en,RI921C049-A11,"Lovely dress....really pleased! Bought it for a special occasion 
",Lovely dress
1821127,en,AD122O05V-A11,Ok,Bit on the long side
1821255,en,FR621X006-502,"I am generally just under a size 12.  However, this garment was more like a size 10.  It looked ridiculous on me, accentuating every bump - unless you are a stick, would not recommend.",Too small
1821468,en,PI911X01B-802,"I waited two and a half weeks for the delivery and had to order a second pair because the address was wrongly printed on the first one. The first one never arrived, had to cancel it. The second pair was not as good as in the picture, sloppily made and of poor quality. The worst thing is that sicne the first pair never arrived and seems to be lost - due to the wrong address printed by Zalando - they are not prepared to issue me a refund until they receive them. They have had my money for three weeks and cannot tell me when they will issue me a refund.",after many telephone calls and two orders received boots in poor quality
1822010,en,VA111C01A-802,"I got these after waiting for a couple of weeks. 
Wished they were a bit bigger round my calves to tuck in jeans. 
Overall love the boots.",Good buy
1822127,en,VA111C01P-708,"Very comfortable flat shoes, fits very well from the first try! Love the brown light color looks great with my skinny jeans.",Very nice shoes!
1822220,en,ZI111A01C-802,"These shoes are absolutely brilliant! The perfect going out shoes.  When I first took them out of the box I felt they were quite high and was a little afraid I couldn't walk in them, but they are actually very comfortable.  Normally my shoe size is a 6.5 UK, but as this size was not available I decided to get a size 7.  This size is slightly too big but I think an insole will resolve this issue quickly.

Very very happy!",Gorgeous Shoes
1822425,en,NI142A00A-703,we ordered a size 10 and got a size 9!!!,we ordered a size 10 and got a size 9!!!
1822492,en,ZI111A010-202,"Nice solid, comfy brogues. Haven't worn them for a long day yet but so far, so good! Really happy with them.",Good Brogues
1822798,en,AN611X00C-707,"I am sorry but they took forever to arrive, were too tight in the leg and when I took them to the return collection point he laughed and said you rarely picked up and it could take 12-14 weeks before we would get our money back",Anna Field Boots
1822967,en,AR111X005-102,Love my new boots can't wait for the cooler months to come so I can wear them they are so comfy,Boots
1823143,en,TA111X004-802,"I really like this pair of shoes, as they are really comfy, look great, and also good quality. 
Tamaris is one of the best quality brands in Europe.",The ideal pair of shoes
1823201,en,TA111X004-102,"After placing the order on 20 November I still haven't received them. I watched YODEL receive it in Oxford and then taken days to transport them to Borehamwood where they have been since the weekend and now there is a delay in transit from there.  In this day and age other companies are managing much quicker delivery times and this is an example where I am not going to get a chance to be satisfied by the service, never mind delighted.  We are well outside the delivery commitment you promise on the website. Very frustrating. My stars are chosen randomly as I wouldn't have any idea at the moment whether they do fit!",I can't comment as I still haven't received them
1823207,en,UN311A008-802,"If the item ever turns up I'll review it, it says 3-5 working days on the Zalando website, now 6 working days and no shoes, I called Yodel the despatch company and had to hold for 10 minutes before speaking to someone, they told me it would be delivered tomorrow between 9am and 5pm, that's 7 working days, the shoes are a birthday present and the birthday is tomorrow so I won't have them in time, and if they're wrong I'm in serious trouble, highly unimpressive service but I will say they were extremely efficient in taking my money.",No show
1823230,en,TA111C02J-802,"Tamaris boots are very comfortable because they have a shock absorbant heel. I knew the size I wanted so that wasn't an issue. The quality of the leather is very good. An excellent price. They arrived within the time stated, well-packaged and in perfect condition.  I am very pleased with the service offered by Zalando.",Tamaris boots - Zalando's service
1823246,en,TA111C02J-909,Classy. Quality. Look fab,Great boots
1823347,en,TA111C02W-703,"The delivery time took a couple of days longer than most internet sites, however the boots arrived in perfect condition.  I am very happy with my purchase but I am reluctant to shop from  Zalando again as unlike most sites they do not offer a different shipping address to that of the card holder. As I work full time this is a problem.  If this could be resolved I would have no hesitation in using the site again.",Tamaris suede Boot
1823443,en,TA111C032-102,"I loved my boots they were beautiful, delivered in a reasonable amount of time and they fitted well. The price was good and of course I liked the £5 off on my first buy with the website, I'll definitely be back for more!",Love!
1823529,en,TA111X00T-304,"Lovely shoes, warm and comfy a friend has already ordered herself a pair.",Fab!
1823875,en,SK111C00L-702,Great boots,Great boots
1823877,en,SK111C00L-702,I do a lot of walking so needed some comfy boots with a good solid sole...these boots are perfect! They fit well and although they give great support you can still walk comfortably; they aren't too solid around the ankle like a lot of boots.,Exactly what I was looking for
1824260,en,TA111C03E-302,"I love these boots SO SO SO much in red color.
They look heavy - BUT they are so light, for 1 min you think you forgot to put them on
Definitely good for rain and snow.
Fantastic buy-worth the money, sure they will last long too
Tempted to by blue color too...hmmm?",sweet boots
1824325,en,TA111C03E-502,"Really comfortable, warm and look great on!  Zalando has been easy to buy from will use the site again.",Love these!
1824459,en,L4044X00A-802,"These are a top quality boot that last for years - bombproof. They are reasonably waterproof but will get saturated if in extreme weather all day. They are brilliant at keeping your feet warm though. I've used mine down to minus 7 with just one pair of socks and they kept my feet toasty warm - which is a welcome change from my standard bike shoes and much better than the feedback that I get from others using other winter boots. The Boa lacing is also good too as it provides uniform support and is very easy and quick to operate - even with cold hands. Be careful with the sizing though. I'm normally a 43 but had to buy a 45.5. They are also quite a narrow fit. If  you want the best, buy these boots.",Best winter cycling boots
1824513,en,TA111X01Y-702,"These ankle boots were just perfect..They are a great fit, nice shape, colour and go well with jeans, boot-cut or skinny and look very stylish....Would highly recommend!!!!",Soo comfy and look good....
1824710,en,TA111X039-802,A stylish pair of boots which look good with trousers and with skirts - Comofrtable for walking in - Heels which look right as well as feeling just right,Stylish
1824910,en,AN611C01A-802,"Boot is really nice, although looking at the picture, I thought it would be really thick, ths give even more warmth. I love the fact that you can adjust the tightness of the calf areas with the buckle.",Nice but can be thicker (warmer)
1825150,en,AN611C01M-103,"I've been looking for some winter boots for ages, and these are such a good fit and incredibly warm and cosy as they have a fleecy lining.  Really like the heel and toe shape.  Comfortable without compromising on style. Great with skinny jeans... and snow!","Great, warm, comfy and stylish"
1825152,en,AN611C01M-103,"i liked them very much great value for the money ,looked as good as thay do on line",snow boots
1825182,en,V1021H00D-103,"Just received my coat and I'm really loving it, soft warm and looks great, the zip was a bit of a concern as it will catch the material if zipped to fast or not smoothly . . .",Wonderful Winter Coat
1825209,en,V1021H00D-103,"Just received my coat and I'm really loving it, soft warm and looks great, the zip was a bit of a concern as it will catch the material if zipped to fast or not smoothly . . .",Wonderful Winter Coat
1825233,en,V1021H00D-003,Excellent,Jacket
1825298,en,V1021H00D-003,"Sad to say I still have not recieve my coat even though the tracking site said its out for delivery on the 19 Nov at 8.20am.  Order was placed on 14 Nov.  Its Monday, the 21st Nov 9.51am as I am writing this review.  Hopefully I will receive it today....  I am unable to tell you if product fits well, smaller than anticipated or bigger than anticipated.  That's a shame.  We need a more reliable delivery service especially when we spent so much on an item.",Huge disappointment on delivery service
1825434,en,SO211C00S-802,"great looking boot, incredibly comfortable, like walking on a carpet due to the fur- like material that covers the inside, makes it a great winter boot too as its nice and warm",good buy
1825435,en,SO211C00S-802,"great looking boot, incredibly comfortable, like walking on a carpet due to the fur-like material used to cover the inside, also a great winter boot as it's nice and warm",good buy
1825707,en,FA421I007-802,"Was so dissapointed with the cardigan, not as nice as expected ! Quality was poor & is well overpriced.",Not as nice
1825784,en,VE121J003-111,"It did say worn large, im a size 12 ordered medium, im happy with it the fit is a bit looser than I would normally wear tho...would small have been too smalk?
Material sits well, neck is wide so can be worn over one shoulder :)",Gail imrie
1825983,en,SA126K001-002,Love this item. Keeps my child warm and snug. Good fit and quality of fabric.,Warm and snug
1826556,en,SH211X00T-702,"Very disappointing quality shoes, they look ok on the outside, but the inside is made from a cheap thin material which creases so didn't even managed to get my foot in. Sending back immediately.","High price, poor quality"
1826679,en,GE112X001-802,These shoes are leather on the outside AND on the inside - which is vary rare at this price.,Leather lined
1826704,en,GE112X001-802,.,.
1827303,en,N1241B01F-103,"Hi, they run a bit large so this makes them less flattering but they are so comfy. I wear them for body combat and they are fine for high kicks. I am a large 12/ 14 and the medium are too big for me. Should have swapped them really cause I am losing weight but its too late for that now.",Run large but super comfy
1827304,en,N1241B01F-103,"really comfortable and stretchy, have 4 pairs :-)",So comfortable
1827677,en,VI611X007-102,"I bought these shoes to wear for my son's wedding.  I was looking for a pair of shoes that had some height, but also comfort.  The small platform and cone heel makes the shoes feel very secure whilst walking.  No 'tottering around' with these shoes.  The colour was exactly as expected and I am thrilled to have these shoes.",I love these shoes!
1827724,en,DE122X002-501,very good and fitted well.,very good
1828269,en,VE121D01W-601,Plenty of room (I'm an 8 and ordered the small) - quite thin material but lovely vibrant shade of green!,Go smaller
1828413,en,BR111X00O-708,"Arrived promptly. looked exactly the same as picture, great quality and fit great, would definitely recommend.",Great anke boots!!!
1828590,en,BR111X01D-802,"Good fit, has cushioning witch means its comfortable to wear all day.",comoftable shoes
1828710,en,AN611C027-802,good,excellent
1828770,en,GR921X01B-802,Loved it !,Cantal jersey dress
1828821,en,BR111X019-707,"lovely boots extremely comfortable and warm. I originally ordered a six but found them way too big. I re ordered a five, which fit perfectly. I just hope there waterproof. Over all fab boots that look good with skinny jeans and are good value for money.",bronx ankle boots
1828828,en,BR111X019-707,best service not like other fake websites am please with my boots,love it
1828875,en,JA222D03L-002,Excellent service will definately use again.,Service
1829335,en,VE121D02W-503,"This is really comfortable, looks lovely on and is a real bargain for the quality. I love the detail on the neckline too. It is the perfect top to go with jeans. I do find the sleeves a bit long but I always tend to pull them up anyway.",The Perfect T'shirt
1829406,en,VE121E01D-101,"Beautifull design and style, but unfortunatley the fabric lets it down, it looked like a rag after 5 mins of wearing :-(",:-(
1830249,en,PE351H01E-704,"I was a little disappointed, because the colour on the piture looks like GOLDEN, but in reality the scarf is about mustard and it is really difference.. now I cannot find a friend who could like it to give away as a gift..",The colour is not what I thought
1830496,en,EM111C004-701,it fits me well and the fur are so soft and I like it very much!!,A Smart Purchase
1830497,en,EM111C004-701,"I had these boots as a Christmas present and love them.  I wore them yesterday morning (xmas morning) when we walked down to our local beach to watch the local mad hatters go in the sea for their christmas day swim.  They were warm, snuggly and comfy. They look great too. They're a perfect fit to my size and although I have big ankles and chubby legs they are really comfy.  My best xmas present.",Best boots ever
1830499,en,EM111C004-701,I bought these for myself in size 6.  They fit perfectly and the arch support in the innersole is great.  Will look great with anything.  Ordered these for Christmas and they arrived in time.,Lovely stylish boots
1830504,en,EM111C004-701,"Having always had ""cheapy"" Ugg-style boots, I thought I'd splash out and buy myself a pair of these EMU boots.  They looked good when I took them out of the box, and I expected them to be as comfortable as my ""cheapy"" boots but sadly they were not.  They are too small - I bought my normal shoe size, as I did for my ""cheapy"" boots - and my toes are right at the end of the boot, very uncomfortable.  But I know if I buy the next size up they will be too big.  Additionally I could feel the back of the heel, where there's a kind of reinforced heel piece, digging in to the back of my heel, around my Achilles tendon, which I know would cause blisters if I wore them for any length of time.  

All in all, I am very disappointed - these are nowhere near as comfortable as my ""cheapy"" boots, and I've returned them for a refund.",Not at all comfortable
1830534,en,V1021X016-003,This coat is not white! It is a very light beige colour. I found size M was too small and size L too big.,COLOUR and SIZE
1830657,en,PI911X01Y-707,"I am very happy with the quality, comfort and look of the shoe. I bought it to go with a tunic and tights - it looks great! It would also work well paired with jeans.",Looks great
1830692,en,PI911X021-302,"I ordered this shoe to match a red dress and was very pleased with it.   The colour is true as pictured, and the fit for me was perfect.   I find a lot of shoes too narrow but these were very comfortable.  My 20 year old daughter did not think much of the shoe as pictured, she thought they looked rather plain, however when  I tried them on she was very impressed.  They look much better on, I felt very classy and sassy.",Great fit.  Classy and Sassy
1830775,en,P2021K01G-802,Fits and looks really elegant!,Very nice…
1830950,en,2DR22O00K-A11,"Top class T shirt, feels quality espensive i will by more from this brand 5 star",Top Quality bit of Gear 5 Stars
1830974,en,R1511A003-802,"These are so comfortable, true to size and at an excellent price.",So Comfy
1831214,en,R1511A003-802,"good comfortable shoes for work.
delivery was good and quick",Feedback
1831275,en,UM142A00M-802,"nice boots, first pair split after 8 weeks but zalando replaced them straight away with no problems, wanted another pair as these are the comfiest boots ever !",umbro speciali
1831303,en,LI351D00B-802,"Soft leather, true black, slightly stretchy - all around a great leather belt. The buckle is fantastic too - no unsightly tummy bluges under a jumper, shirt etc.",Great!
1831567,en,CO254I00H-917,Super!!!,very practical for all the patent leather shoes I own
1831902,en,GE112A00C-802,Nice shoes but sizing not accurate. Order a 7 (41) and it is too big for me (and I am often a 7.5). Now looking at a 40..,Geox UOMO CARNABY
1831922,en,GE112A00C-802,"Very comfortable and elegant with a suit. The rubber sole means that your feet keep dry, even when it's raining.",The perfect business shoes
1831923,en,GE112A00C-802,Great shoes,Good
1831925,en,GE112A00C-802,They fit!,These are great!
1831926,en,GE112A00C-802,These shoes are at least two sizes bigger!,Too big!
1832426,en,OB121H008-702,"This coat is very heavy and not very brown, it's more khaki green.  The top half is to small and the bottom to big. Just not for me.",Nor for me
1832789,en,SK111A00C-702,Bought them in brown. They are really comfortable and smart looking.,comfortable
1832810,en,SK111A00C-702,I'm always happy with Sketchers!,Happy
1833761,en,M3111C00E-102,"Oh my goodness.  My wee boots arrived today and i am absolutely delighted with them....Im 5ft 10"" and over 40years, so I tend not to wear high heels as much, but these heels and style are just fabulous.....
Totally thrilled to bits yet again with Zalando..I can truely say...they have never let me down....
Thank you so so much",Ankle boots
1833897,en,M3111A04T-Q11,Very nice shoe,Smart or casual
1833979,en,F1012A003-703,Far too small! What a pity!,Frank Wright
1834123,en,DO811C00K-802,"I've looked everywhere for a stylish, good quality snow boot that didn't cost a fortune. This site had more than any other of the sites put together to choose from so the choice was hard but I'm very happy with these boots. The size gives room for thick socks and they feel sturdy and look great on.  Very good value for money.",Great boot
1834241,en,M3111C01A-802,"Buying shoes from the Internet is an experience fraught with some degree of peril. However, I was pleasantly surprised by these boots. When they arrived they looked nicer and more elegant than in the picture. The finish is good, no scuff marks or obvious faults.

Packaged well, the box arrived within the time stated. For 70 uk pounds I think  they are a bargin.  I've not shopped with Zalando before but will consider doing so again.",Pleasant experience
1834255,en,RU116C002-703,I had never shopped with zalando before and was really impressed with the speed and efficiency of the service . The product arrived the next day packed beautifully and immaculate . The boots were fab and just as described . A definite 5 * service I have recommended them to all my friends .,"Fab boots ,fast delivery"
1834427,en,S2821E01C-702,Lovely top for day or night. Looks great as described. Reccomended.,Saint Tropez Tunic
1834531,en,ZI111C04B-703,I like these very much,excellent
1834572,en,CK111C008-802,"Me regalaron estos botines, que por cierto me encantan, y a la 4a. vez que me los puse se rompieron por ja junta de la suela y la planta del pie. Mi mayor sorpresa fue cuando vi que la suela y la cuña del botin ES DE PLASTICO!!!!!!!!!",Relación calidad - precio
1835359,en,OU122D015-802,Good quality. Bought for my teenage son.,Outfitters Nation POUND - Long Sleeve Top - black
1835541,en,SW612C001-103,First impression was that this is the best and most comfortable pair of Swims I ever had.. But after just a few walks for pleasure in NYC these Swims Helmut fell apart (top nylon stitches just ripped through nylon). Not worth the money.,Swims Helmut poor quality just not worth the money
1835657,en,JS111A003-702,"Beautiful shoes, great craftsmanship and great fit. Really comfortable to wear. I will definately buy more shoes from J shoes.",simply fab shoes
1835881,en,SE911B02C-601,very good and comfortable to wear.,Helen
1836015,en,C9821C081-J11,Sent for this dress for a wedding. Very long on me with only being 5' 3'' tall and also very tight at the on the bust. Very disappointed.,Lovely Dress
1836383,en,DI154A015-802,Great bag however will be changing the strap to black instead. Got an inside zipped pocket but should've had an outer one too. Not too flashy or eye catching but just class. Love it.,Great
1836387,en,DI154A015-802,Great product,Title of review
1836397,en,C1422O026-A11,Great,Great
1836458,en,NA611B007-003,I'm really happy with my purchase  theyre great shoes,Great shoes
1836554,en,P3421H005-701,"very pleased, well made and good quality material, size a bit small",great
1837103,en,PL323A002-302,ok value…i hope that it doesn't get a hole in it as soon as my son falls over.,good
1837411,en,SU621G001-505,"Very nice jacket, nice colour, great fit.. but some stitches were missing so I've have to return it..",Nice jacket
1837528,en,GE121H005-802,The coat is a lovely length - just above the knee - so perfect for wearing over knee length dresses and tunic style tops. It looks good with or without the belt. I am really looking forward to wearing it a lot this winter.,Lovely coat
1837642,en,EV421G00Y-502,"Though the jacket is lovely and seemed to be of a rather sound quality, I had to send it back as it was  too small.  I ordered size M but I think I will have to go a size up with this jacket.
Otherwise, it is very stylish, with buttons over zip. In fact, it is more like a blazer than a jacket as it is unlined and made of pure cotton. Not sure it can withstand rain.
Nevertheless, I liked it and am now considering ordering it in size L.",Sizes run smaller
1837738,en,EV421G011-102,"this trench coat looks darker on the photos. the quality is ok, it's very thin and the cut is lovely. it's very stylish and classic. It's ok for £32 going casual or even a bit formal thank to the color. if one size fits you tight, go for another up.
size tends to be a bit small under the armpit but ok",very good cut
1838020,en,PE122D015-503,"THE QUALITY IS VERY POOR AND THE COLOUR AS  BLUE IS VERY FADED BLUE WHICH NEEDS TO BE EXPLAINED ON THE ITEM.
TO BE HONEST I AM NOT HAPPY WITH IT BUT WILL KEEP IT.",mr
1838582,en,L1211A001-502,"I bought this trainers for a trip.
And as I had to walk a lot, I felt very comfortable with them.
The quality is at the best standards.",Best trainers
1838744,en,OU121G005-802,The jacket  is comfortable to wear and stylish..can wear in any occasion. Love it!,Lovely Jacket
1838826,en,PI911B00M-502,Sandal fits beautifully. Good quality and well made - very pleased,Pier One Sandals
1838845,en,PI911B00M-502,"and they seem well made. However, the whole sole is so rigid that it felt like wearing a piece of wood under my feet. And due to this, I doubt the elasticated ankle strap will last very long. Pity!",Look nice
1839116,en,SE911A010-916,"Received these shoes well packaged, although the right one showed signs of having been tried on a few times. It has a slight stain on it and the 'inside' packaging wasn't secured like in the left shoe. I therefore assume they were either returned by someone or have been on a shelf in a shop. Very dissappointing especially as I need the shoes for a wedding. Fit and style as well as the colour are perfect for the dress I have bought so don't want to send back and re-order in case there might be non available.",Obviously 'used'
1839177,en,SE911C01M-502,"Great looking ankle boot to wear with jeans.  After reading reviews I bought the larger size and they fit well.  Whilst I would'nt want to walk miles in them, they are very lightweight and confortable for everyday wear and they certainly do get worn every day.","SAW THEM, BOUGHT THEM, LOVE THEM"
1839282,en,TA111C0N0-B11,Nice but size 9 in the UK is equal to a 43 not 42!,sizing needs adjusted
1839431,en,ZA311B004-702,"I have a broad foot and these shoes fit lovely, I can't walk in high shoes but these are easy to walk in and look much better on than the photo",Comfy
1839921,en,BU211A00K-606,Nice and comfortable very soft,Careful shopper
1839961,en,HU111C009-802,I find my new hunter wellies the best buy for the scottish wardrobe all year round. Great Style & comfort........Great for walking the dog in the park or on the high street shopping.,Stylish & Practical
1839991,en,BO621H009-606,"I have worn the coat a couple of times now and have felt comfortable and warm and it looks good too..Just be aware that it is very slim fitting,I am a size 8 and as recomended I ordered a 10 instead,the arms and back are plenty long enough but unless you have no bust atall there is no way an 8 would fit you..I am a 32c and there is not much room but I still love the coat,just glad I ordered a size 10!",Very nice slim fitting coat
1840193,en,SE911A01C-706,Easy to order and the service felt really secure. My shoes arrived within the time scale and were nicely packaged. I will definately be using Zalando again.,Love my shoes
1840208,en,SE911A01C-502,Very comfortable shoes which look great with jeans.  Did a lot of walking in them first time I wore them with no problems at all.  Turned my white socks blue though!,Nice shoes
1840213,en,SE911A01C-708,very good and size,Helen
1840237,en,QS121C00E-701,"The fabric is very soft and pleasant to the touch. That is all on the plus side. Sadly, in the picture it looks much better than in reality. I wear size small or medium, so I ordered this dress in medium size, unfortunately it is still too tight on me and does not look like a tunic or shirt dress. The sleeves are too long. Also, it's too short even for height 150 cm. A disappointment.
You should be very slim to wear size medium.",A dissapointment
1840286,en,ZI112C01Q-802,Product actually looks more pleasing to the eye on the internet rather than in reality.,More pleasing online than in reality
1840301,en,ZI112C01Q-802,"I bought this shoe to use it for something special, they took money of my credit card and posted the shoe to god knows where, even as am writing this I haven't still receive the shoe, 
It was a total disappoint that I could not use the shoe and all the so-called customer service was telling me was that they are sorry that there was nothing they could do. Please if you buy anything from Zolando, just give them two months to deliver, that is if they will.",Disappointment.
1840669,en,OU221I00F-112,"This is a stunning sweater.The pics on the website do not do it justice. Just the right amount of sparkle. I originally saw it in a store in Gerrards Cross (they did not have my size) and hunted it down on the net. Loads cheaper too!! It is quite short but i wanted that  to go with wide leg pants
Haven't worn it as such yet but I am sure it will great over the holidays and beyond!",Fab sweater
1840834,en,AN611SA17-Q11,I really like material and price . Its very light and comfortable . ,worth every penny 
1841008,en,JA912A004-101,"Sizing information is incorrect.  I ordered a size 10, my usual size and they were too small.  However, on the trainers it states size 10, UK9, so I assume they are American size 10?  It needs to give this information on the website.",Top trainers but didn't fit!
1841780,en,SE911B02C-502,"The first pair I bought squeaked so they were returned and another pair sent - they were fine. Bought two pairs, could have bought a pair in each colour, great with summer clothes.",Good Value Sandal
1841791,en,SE911B02C-502,"hello the style the price and speed of delivery was excellent. I have recommended the 
site to my daughters and their friends.",Mrs
1841859,en,SE911B02C-302,"thank you so much for my beautiful red shoes !
I am unwell at the moment but the thought of wearing them make me smile ! Thanks again .",Beautiful red shoes
1841874,en,SE911B02C-402,"Decided to buy two pairs as they were in such great colours and the style was good for me, not too high.","Great Sandal, Great Price"
1841951,en,SE911B02C-601,"when i wore this pair my friends were really impressed, they were even more impressed when they heard the price!  quite a comfortable fit,  and very pretty... the only negative is that it may appear that once they get dirty they would be difficult to clean because of the material esp around the heel.  For the price of them i could easily get another pair ...",comfortable and good value
1841957,en,SE911B02C-601,Very comfortable and Nice.,Nice shoe
1841969,en,SE911B02C-601,"I like these shoes, very good and trendy for the price.",Nice shoes
1842010,en,SE911B02C-601,I bought these sandals for a wedding; the exact shade of green I have been searching for. A really good heel height for my age(undisclosed). Free postage and returns was a great incentive to give on-line shoe shopping a try. I have not been disappointed. First class delivery service and fast. Only downside found it hard to unsubscribe from mailing list.,Very pleased !
1842337,en,ZI111A026-101,really comfortable and trendy,great!
1842453,en,ZI111A026-502,"Love these shoes, saw them in Cannes when visiting and wished I'd bought them. Was so pleased when found them in an English paying site and with free postage!! The price for the shoes was the same so a bonus and peace of mind that I could return for free also. Seen another pair that I may go back for and use my discount voucher.",pleased as punch
1842466,en,ZI111A026-502,"I bought these in the blue, they arrived Saturday and I walked four miles in them!!!
They were a snug fit to put on BUT very very comfortable.",Excellent  value
1843346,en,SE911B02X-402,Im in love with this sandal!,seven seconds Wedge Sandals - red
1843535,en,BU152C006-702,i still have not received this item.please expedite.,confused
1843624,en,BR111C00K-102,"Comfy, hard wearing shoes at a great sale price.... BUT they come up very big... almost a whole size (well, the size 7s are, anyway, more like an 8). I am a size 7 and am wearing a size 6 comfortably. Order your size and the one below to be on the safe side. The free delivery and super easy returns make this the best option for avoiding missing out on a bargain.","Great boots, BUT the sizing is way out"
